CUE,Nombre,Domicilio,Sendero,Ambito,BARRIO,Comuna,DE,X,Y,y_lat,x_long
200508,Instituto Sta. Felicitas,Pinzon 1480,SE04AO,privada,BARRACAS,4,4,108339,99132,-34.637061,-58.372352
201753,Instituto Tiempo Educativo,Gral. Hornos 882,SE04AO,privada,BARRACAS,4,5,107970,99142,-34.636974,-58.376376
201482,Instituto Sta. Maria del Rosario,Herrera 575,SE04AO,privada,BARRACAS,4,5,107782,99220,-34.636272,-58.378427
202757,Jardin Tiempo de Duendes,Aristobulo del Valle 1725,SE04AO,privada,BARRACAS,4,5,108028,99248,-34.636025,-58.375731
201840,Esc. Primaria Comun Nº 11 DE 04º Antonio J. Bucich,Brandsen 1057 - Hernandarias 850,SE04AP,publica,BOCA,4,4,108782,99136,-34.637021,-58.36752
202202,Jardin de Infantes Integral Nº 04 DE 04º Tomas Liberti,Hernandarias 850 - Brandsen 1057,SE04AP,publica,BOCA,4,4,108740,99170,-34.636715,-58.367978
200523,Esc. Primaria Comun Nº 13 DE 04º Republica de Chile,Suarez 1145,SE04AP,publica,BOCA,4,4,108677,99020,-34.638068,-58.368664
201522,Jardin de Infantes Nucleado C DE 04º (EPC 13),Suarez 1145,SE04AP,publica,BOCA,4,4,108677,99020,-34.638068,-58.368664
201532,Esc. Primaria Comun Nº 18 DE 04º Provincia de La Rioja,Hernandarias 556,SE04AP,publica,BOCA,4,4,108708,99480,-34.633921,-58.368331
200037,Jardin de Infantes Nucleado B DE 19º Homero Manzi (EPC 01),Alagon 300 - Cnel. Pagola 4181,SE04AQ,publica,NUEVA POMPEYA,4,19,103876,98416,-34.643542,-58.421024
200038,Esc. Primaria Comun Nº 01 DE 19º Maria Silventi de Amato,Alagon 300 - Cnel. Pagola 4181,SE04AQ,publica,NUEVA POMPEYA,4,19,103876,98416,-34.643542,-58.421024
200041,Esc. Primaria Comun Nº 05 DE 19º Provincia de Corrientes,Av. Caseros 4050,SE04AQ,publica,NUEVA POMPEYA,4,19,103828,98804,-34.640044,-58.421549
200037,Jardin de Infantes Nucleado B DE 19º Homero Manzi (EPC 10),Anibal Pedro Arbeletche 1052/1062,SE04AQ,publica,NUEVA POMPEYA,4,19,103636,98176,-34.645706,-58.42364
200043,Esc. Primaria Comun Nº 10 DE 19º Juan Andres de la Peña,Anibal Pedro Arbeletche 1062/1052,SE04AQ,publica,NUEVA POMPEYA,4,19,103628,98168,-34.645778,-58.423727
200584,Inst. de Ens. Superior en Lenguas Vivas Juan Ramon Fernandez (anexo),Anibal Pedro Arbeletche 1052/1062,SE04AQ,publica,NUEVA POMPEYA,4,19,103628,98168,-34.645778,-58.423727
200042,Esc. Primaria Comun Nº 07 DE 19º Aeronautica Argentina (sede),Quilmes 473,SE04AR,publica,NUEVA POMPEYA,4,19,104194,98262,-34.644929,-58.417554
200042,Esc. Primaria Comun Nº 07 DE 19º Aeronautica Argentina (anexo),Quilmes 484,SE04AR,publica,NUEVA POMPEYA,4,19,104226,98252,-34.645019,-58.417205
202301,Esc. de Educacion Media Nº 04 DE 19º Homero Manzi,Av. Saenz 631,SE04AR,publica,NUEVA POMPEYA,4,19,104298,98035,-34.646974,-58.416419
200298,Esc. Primaria Comun Nº 19 DE 05º Provincia de Formosa,Elia 473,SE04AS,publica,PARQUE PATRICIOS,4,5,104998,98410,-34.643591,-58.408786
201729,Escuela Infantil Nº 05 DE 05º Maria Eva Duarte de Peron,Prof. Dr. Pedro Chutro 3380,SE04AS,publica,PARQUE PATRICIOS,4,5,104834,98468,-34.643069,-58.410575
200062,Esc. Integral Interdisciplinaria Nº 05,Jose A. Cortejarena 3350,SE04AS,publica,PARQUE PATRICIOS,4,5,104976,98352,-34.644114,-58.409025
201687,Esc. Primaria Comun Nº 02 DE 05º Patricios,Av. Almafuerte 66 - Pepiri 135,SE04AT,publica,PARQUE PATRICIOS,4,5,104836,98874,-34.639409,-58.410555
202203,Jardin de Infantes Integral Nº 08 DE 05º Dr. Genaro Giacobini,Av. Almafuerte 66 - Pepiri 135,SE04AT,publica,PARQUE PATRICIOS,4,5,104836,98874,-34.639409,-58.410555
200477,Jardin de Infantes Comun Nº 04 DE 05º (sede),Cachi 77,SE04AT,publica,NUEVA POMPEYA,4,5,104583,98341,-34.644215,-58.413312
200589,Esc. Primaria Comun Nº 14 DE 05º Provincia de San Luis,Cachi 77,SE04AT,publica,NUEVA POMPEYA,4,5,104583,98341,-34.644215,-58.413312
203095,Jardin de Infantes Integral Nº 15 DE 05º,Andres Ferreyra 3705,SE04AT,publica,NUEVA POMPEYA,4,5,104495,98316,-34.644441,-58.414271
203163,Jardin de Infantes Integral Nº 18 DE 05º,Uspallata 3325,SE04AT,publica,PARQUE PATRICIOS,4,5,104912,98804,-34.640055,-58.409724
203185,Esc. Primaria Comun Nº 21 DE 05º,Andres Ferreyra 3749,SE04AT,publica,NUEVA POMPEYA,4,5,104475,98314,-34.644414,-58.414494
201688,Instituto Privado Inmaculada Concepcion (sede),Achala 3679,SE04AT,privada,NUEVA POMPEYA,4,5,104396,98563,-34.642214,-58.415353
201688,Instituto Privado Inmaculada Concepcion (anexo),Tte. Cnel. Gregorio Pomar 3656,SE04AT,privada,NUEVA POMPEYA,4,5,104437,98769,-34.640357,-58.414906
203003,Jardin Rayito de Sol II,Uspallata 3400,SE04AT,privada,PARQUE PATRICIOS,4,5,104752,98826,-34.639865,-58.411463
202803,Escuela Infantil Nº 11 DE 05º Paso de los Patos (anexo),Los Patos 3042,SE04AU,publica,PARQUE PATRICIOS,4,5,105295,98656,-34.641372,-58.405548
202943,Esc. Primaria Comun Nº 28 DE 05º,Los Patos 3042,SE04AU,publica,PARQUE PATRICIOS,4,5,105295,98656,-34.641372,-58.405548
200838,Esc. Tecnica Nº 07 Dolores Lavalle de Lavalle,Zavaleta 204,SE04AU,publica,PARQUE PATRICIOS,4,5,105525,98886,-34.639297,-58.403041
202803,Escuela Infantil Nº 11 DE 05º Paso de los Patos (sede),Los Patos 3004,SE04AU,publica,PARQUE PATRICIOS,4,5,105325,98660,-34.641336,-58.40522
202033,Ciclo Basico de Formacion Ocupacional Nº 01 Evita,Los Patos 3080,SE04AU,publica,PARQUE PATRICIOS,4,5,105266,98653,-34.641399,-58.405864
200009,Esc. Primaria Comun Nº 09 DE 04º Benito Quinquela Martin,Av. Don Pedro de Mendoza 1835,SE04AV,publica,BOCA,4,4,109378,98915,-34.639008,-58.361017
200595,Jardin de Infantes Integral Nº 01 DE 04º Benito Quinquela Martin,Gral. Gregorio Araoz de Lamadrid 648,SE04AV,publica,BOCA,4,4,109341,98973,-34.638486,-58.361422
200499,Esc. Tecnica Nº 31 Maestro Quinquela,Av. Don Pedro de Mendoza 1777,SE04AV,publica,BOCA,4,4,109483,98931,-34.638863,-58.359872
200001,Escuela Evangelica William C. Morris,Olavarria 677 - Suarez 682,SE04AV,privada,BOCA,4,4,109255,99074,-34.637576,-58.362361
200104,Instituto Maria Auxiliadora,Palos 560,SE04AV,privada,BOCA,4,4,109297,99253,-34.635962,-58.361905
201788,Esc. Primaria Comun Nº 10 DE 04º Gral. Araoz de Lamadrid,Gral. Gregorio Araoz de Lamadrid 499,SE04AW,publica,BOCA,4,4,109531,99093,-34.637402,-58.359351
200541,Instituto Privado Hogar Infancia de la Boca,Martin Rodriguez 864,SE04AW,privada,BOCA,4,4,109435,99303,-34.63551,-58.3604
200503,Colegio San Juan Evangelista,Olavarria 486,SE04AW,privada,BOCA,4,4,109515,99161,-34.636789,-58.359526
202538,Escuela Infantil Color Esperanza,Brandsen 484,SE04AW,privada,BOCA,4,4,109419,99347,-34.635114,-58.360575
200617,Jardin de Infantes Nucleado B DE 05º (EPC 18),Av. Caseros 2152,SE04AX,publica,PARQUE PATRICIOS,4,5,106463,99373,-34.634902,-58.392814
201498,Esc. Primaria Comun Nº 18 DE 05º Juan Enrique Pestalozzi,Av. Caseros 2152,SE04AX,publica,PARQUE PATRICIOS,4,5,106463,99373,-34.634902,-58.392814
201182,Esc. de Comercio Nº 18 Reino de Suecia,Juan Carlos Gomez 253,SE04AX,publica,PARQUE PATRICIOS,4,5,106608,99106,-34.637308,-58.39123
201178,Esc. Primaria Comun Nº 25 DE 05º Marcos Paz,Av. Amancio Alcorta 2502,SE04AY,publica,PARQUE PATRICIOS,4,5,106173,98518,-34.642688,-58.39596
203039,Jardin de Infantes Integral Nº 14 DE 05º,Manuel Garcia 370,SE04AY,publica,PARQUE PATRICIOS,4,5,106208,98784,-34.640204,-58.395553
200485,Esc. Primaria Comun Nº 26 DE 05º Brigadier Miguel de Azcuenaga,Pichincha 1873,SE04AZ,publica,PARQUE PATRICIOS,4,5,106143,99790,-34.631142,-58.396304
200617,Jardin de Infantes Nucleado B DE 05º (EPC 26),Pichincha 1873,SE04AZ,publica,PARQUE PATRICIOS,4,5,106143,99790,-34.631142,-58.396304
202827,Instituto de Formacion y Educacion Integral,Av. Juan de Garay 2482 - Alberti 1626,SE04AZ,privada,PARQUE PATRICIOS,4,6,105840,100035,-34.628948,-58.399613
200057,Esc. Integral Interdisciplinaria Nº 06,Inclan 3146,SE04BA,publica,PARQUE PATRICIOS,4,6,104989,99791,-34.631142,-58.408892
200600,Instituto San Vicente de Paul,24 de Noviembre 1665,SE04BA,privada,PARQUE PATRICIOS,4,6,104890,99834,-34.630755,-58.409972
202562,El Arca de Noe,Av. Juan de Garay 3180,SE04BA,privada,PARQUE PATRICIOS,4,6,104928,99917,-34.629995,-58.409548
200135,Esc. Primaria Comun Nº 01 DE 06º Dr. Carlos Saavedra Lamas - Inst. F. F. Bernasconi,Catulo Castillo 2750 - Rondeau 2751 - Catamarca 2099,SE04BB,publica,PARQUE PATRICIOS,4,6,105612,99506,-34.633708,-58.402096
200441,Esc. Primaria Comun Nº 04 DE 06º Enrique Banchs - Inst. F. F. Bernasconi,Rondeau 2751 - Catulo Castillo 2750 - Catamarca 2099,SE04BB,publica,PARQUE PATRICIOS,4,6,105650,99384,-34.634808,-58.40168
200442,Jardin de Infantes Comun Nº 05 DE 06º - Inst. F. F. Bernasconi,Catulo Castillo 2750 - Rondeau 2751 - Catamarca 2099,SE04BB,publica,PARQUE PATRICIOS,4,6,105612,99506,-34.633708,-58.402096
201571,Esc. Primaria Comun Nº 02 DE 06º Dr. Rafael Bielsa - Inst. F. F. Bernasconi,Catulo Castillo 2750 - Rondeau 2751 - Catamarca 2099,SE04BB,publica,PARQUE PATRICIOS,4,6,105612,99506,-34.633708,-58.402096
201572,Esc. Primaria Comun Nº 03 DE 06º Dr. Juan Angel Golfarini - Inst. F. F. Bernasconi,Rondeau 2751 - Catulo Castillo 2750 - Catamarca 2099,SE04BB,publica,PARQUE PATRICIOS,4,6,105650,99384,-34.634808,-58.40168
202467,Jardin de Infantes Integral Nº 10 DE 06º - Inst. F. F. Bernasconi,Rondeau 2751 - Catamarca 2099 - Catulo Castillo 2750,SE04BB,publica,PARQUE PATRICIOS,4,6,105650,99384,-34.634808,-58.40168
201899,Jardin Maternal Nº 07 DE 06º Delfina Marull de Sarda,Catulo Castillo 2856 - Esteban de Luca 2151,SE04BB,publica,PARQUE PATRICIOS,4,6,105551,99418,-34.634502,-58.40276
201217,Instituto La Inmaculada,Av. Caseros 2776 - Lavarden 80 - Patagones 2791/2767,SE04BB,privada,PARQUE PATRICIOS,4,5,105649,99179,-34.636656,-58.40169
200150,Instituto Ntra. Sra. de Lujan,Av. Jujuy 2179,SE04BB,privada,PARQUE PATRICIOS,4,6,105869,99323,-34.635356,-58.399292
201522,Jardin de Infantes Nucleado C DE 04º [S] (EPC 28),Jose Aaron Salmun Feijoo 1073,SE04BC,publica,BARRACAS,4,4,107842,98353,-34.644087,-58.377765
201581,Esc. Primaria Comun Nº 28 DE 04º Francisco Pascasio Moreno,Jose Aaron Salmun Feijoo 1073,SE04BC,publica,BARRACAS,4,4,107842,98353,-34.644087,-58.377765
201216,Esc. Tecnica Nº 10 Fray Luis Beltran,Vieytes 942,SE04BC,publica,BARRACAS,4,5,107711,98421,-34.643475,-58.379194
201328,Esc. Normal Superior Nº 05 Gral. Don Martin Miguel de Güemes (sede),Arcamendia 719/793/743,SE04BC,publica,BARRACAS,4,5,107622,98698,-34.640979,-58.380168
201525,Liceo Comercial Nº 03 Jose Manuel Estrada,Arcamendia 743/719/793,SE04BC,publica,BARRACAS,4,5,107634,98663,-34.641294,-58.380036
201328,Esc. Normal Superior Nº 05 Gral. Don Martin Miguel de Güemes (anexo 2),Av. Suarez 2123,SE04BC,publica,BARRACAS,4,5,107619,98584,-34.642006,-58.380199
201216,Polideportivo 9 de Julio,Av. Suarez 1851,SE04BC,publica,BARRACAS,4,5,107949,98846,-34.639642,-58.376602
201327,Centro Educativo para Niños en Tiempos y Espacios Singulares Nº 01 Maud Mannoni,Dr. Ramon Carrillo 317,SE04BD,publica,BARRACAS,4,5,107425,99170,-34.636748,-58.38219
200334,Escuela Parroquial Sta. Elisa,Salta 2290,SE04BD,privada,BARRACAS,4,5,107421,99478,-34.633927,-58.382372
202279,Esc. Primaria Comun Nº 12 DE 05º Horacio Quiroga,Montesquieu y Rio Cuarto,SE04BE,publica,BARRACAS,4,5,106096,97415,-34.652719,-58.396808
201181,Escuela Infantil Nº 07 DE 05º Padre Daniel de la Sierra,Alvarado 3295,SE04BE,publica,BARRACAS,4,5,106309,97882,-34.648337,-58.394448
202470,Escuela Infantil Nº 12 DE 05º,Lavarden y Rio Cuarto,SE04BE,publica,BARRACAS,4,5,106024,97415,-34.652755,-58.397457
202505,Esc. de Educacion Media Nº 06 DE 05º,Av. Iriarte y Montesquieu,SE04BE,publica,BARRACAS,4,5,106082,97493,-34.651762,-58.396829
201839,Esc. Primaria Comun Nº 10 DE 05º Dean Diego Estanislao de Zavaleta,Iguazu 1110,SE04BF,publica,BARRACAS,4,5,105385,97697,-34.649917,-58.404597
202200,Jardin de Infantes Integral Nº 10 DE 05º,Av. Iriarte 3880,SE04BF,publica,BARRACAS,4,5,105426,97607,-34.650831,-58.404055
200473,Esc. Primaria Comun Nº 16 DE 05º Sabina Bove de Bozalla,Av. Amancio Alcorta 3402,SE04BG,publica,NUEVA POMPEYA,4,5,105119,97431,-34.652371,-58.407424
200236,Esc. Primaria Comun Nº 18 DE 02º Alejandro Carbo,Mario Bravo 234,SE05AA,publica,ALMAGRO,5,2,104195,102367,-34.607925,-58.417563
200975,Jardin de Infantes Nucleado D DE 02º (EPC 18),Mario Bravo 234,SE05AA,publica,ALMAGRO,5,2,104195,102367,-34.607925,-58.417563
200214,Esc. Primaria Comun Nº 22 DE 02º Carlos Javier Benielli,Sanchez de Bustamante 260,SE05AA,publica,ALMAGRO,5,2,104425,102540,-34.606364,-58.415057
200975,Jardin de Infantes Nucleado D DE 02º (EPC 22),Sanchez de Bustamante 260,SE05AA,publica,ALMAGRO,5,2,104425,102540,-34.606364,-58.415057
202216,Instituto Dulce de Leche,Sarmiento 3711,SE05AA,privada,ALMAGRO,5,2,104223,102654,-34.605337,-58.41726
200660,Esc. Primaria Comun Nº 04 DE 06º Salvador Maria del Carril,Quintino Bocayuva 620,SE05AB,publica,ALMAGRO,5,6,103760,101116,-34.619203,-58.422301
201545,Jardin de Infantes Nucleado B DE 06º Maestro Escultor Francisco Reyes (EPC 04),Quintino Bocayuva 620,SE05AB,publica,ALMAGRO,5,6,103760,101116,-34.619203,-58.422301
201803,Colegio de las Victorias,Jose Marmol 780,SE05AB,privada,BOEDO,5,6,103531,100711,-34.622855,-58.424796
201873,Instituto Educativo Huellas,Agrelo 3668,SE05AB,privada,ALMAGRO,5,6,104181,101164,-34.618769,-58.41771
202060,Escuela Infantil Amanecer,Yapeyu 582,SE05AB,privada,ALMAGRO,5,6,103840,101176,-34.618662,-58.421428
200766,Instituto San Antonio,Mexico 4050,SE05AB,privada,ALMAGRO,5,8,103676,100986,-34.620375,-58.423216
200879,Jardin de Infantes Nucleado D DE 07º Los Sueños de Juanito [S] (EPC 23),Pringles 263,SE05AC,publica,ALMAGRO,5,7,103286,102203,-34.609406,-58.427473
201402,Esc. Primaria Comun Nº 23 DE 07º Gral. Belgrano,Pringles 263,SE05AC,publica,ALMAGRO,5,7,103286,102203,-34.609406,-58.427473
200685,Instituto Privado Argentino Japones Nichia Gakuin en Buenos Aires,Yatay 261 - Pringles 268,SE05AC,privada,ALMAGRO,5,7,103203,102193,-34.609497,-58.428378
201345,Escuela Tecnica ORT 1,Yatay 240 - Rio de Janeiro 471,SE05AC,privada,ALMAGRO,5,7,103084,102141,-34.609966,-58.429675
201346,Instituto Sudamericano Modelo,Rio de Janeiro 663,SE05AC,privada,ALMAGRO,5,7,103015,102391,-34.607712,-58.430429
200661,Esc. Primaria Comun Nº 22 DE 06º Martina Silva de Gurruchaga,Av. Boedo 657,SE05AD,publica,ALMAGRO,5,6,104268,100981,-34.620418,-58.416761
201309,Jardin de Infantes Integral Nº 02 DE 06º Federico Fröbel,Av. Independencia 3354,SE05AD,publica,BOEDO,5,6,104585,100927,-34.620904,-58.413304
201851,Jardin de Infantes Integral Nº 08 DE 06º Maria Angela Schiavoni de Lopez,Av. Boedo 650/654,SE05AD,publica,ALMAGRO,5,6,104300,100987,-34.620364,-58.416412
201298,Esc. Tecnica Nº 29 Reconquista de Buenos Aires,Av. Boedo 760,SE05AD,publica,BOEDO,5,6,104315,100829,-34.621788,-58.416247
200329,Esc. Primaria Comun Nº 14 DE 06º Intendente Alvear,Castro 954,SE05AE,publica,BOEDO,5,6,103933,100604,-34.623818,-58.420412
200889,Jardin de Infantes Comun Nº 04 DE 06º Mariano Boedo,Castro Barros 965,SE05AE,publica,BOEDO,5,6,104035,100591,-34.623935,-58.419299
201764,Escuela Generacion del Futuro,Carlos Calvo 3850,SE05AE,privada,BOEDO,5,6,103994,100498,-34.624773,-58.419746
201939,Instituto de Educacion Especial y Formacion Laboral Ntra. Sra. de Lujan,Carlos Calvo 3895,SE05AE,privada,BOEDO,5,6,103950,100524,-34.624539,-58.420226
202644,Escuela Infantil Cyberpibes,Av. San Juan 3788,SE05AE,privada,BOEDO,5,6,104102,100364,-34.625974,-58.418566
202680,Escuela Infantil Crema y Chocolate,Castro Barros 979,SE05AE,privada,BOEDO,5,6,104034,100570,-34.624106,-58.419312
200973,Colegio Nº 03 Mariano Moreno,Av. Rivadavia 3577 - Bartolome Mitre 3558,SE05AF,publica,ALMAGRO,5,2,104263,102058,-34.61071,-58.41682
203034,Esc. Superior de Educacion Artistica en Arte Ceramico Nº 01,Bulnes 45,SE05AF,publica,ALMAGRO,5,2,104114,102094,-34.610386,-58.418445
200974,Instituto Tierra Santa,Bartolome Mitre 3443,SE05AF,privada,ALMAGRO,5,2,104388,102214,-34.609303,-58.415458
201434,Esc. Primaria Comun Nº 08 DE 06º Almafuerte,Maza 1935/1913,SE05AG,publica,BOEDO,5,6,104476,99467,-34.634065,-58.414485
203162,Jardin de Infantes Comun Nº 12 DE 06º,Maza 1913/1935,SE05AG,publica,BOEDO,5,6,104470,99492,-34.63384,-58.41455
201555,Esc. Primaria Comun Nº 23 DE 06º Provincia de Entre Rios,Av. Boedo 1935,SE05AG,publica,BOEDO,5,6,104297,99187,-34.63659,-58.416435
201304,Instituto San Bartolome,Av. Chiclana 3659,SE05AG,privada,BOEDO,5,6,104387,99160,-34.636833,-58.415454
201301,Esc. Primaria Comun Nº 25 DE 06º Paula Albarracin de Sarmiento,Tarija 4136,SE05AH,publica,BOEDO,5,6,103739,99933,-34.629867,-58.422524
201659,Esc. Primaria Comun Nº 26 DE 06º Republica de Colombia,Av. Juan de Garay 3972,SE05AH,publica,BOEDO,5,6,103957,99692,-34.632039,-58.420146
201303,Esc. de Comercio Nº 22 Gustavo Adolfo Martinez Zuviria,Constitucion 4154,SE05AH,publica,BOEDO,5,6,103701,100024,-34.629047,-58.422939
200940,Instituto Maria Auxiliadora,Av. Juan de Garay 4353,SE05AH,privada,BOEDO,5,8,103522,99681,-34.63214,-58.42489
200975,Jardin de Infantes Nucleado D DE 02º (EPC 19),Francisco Acuña de Figueroa 850,SE05AI,publica,ALMAGRO,5,2,103749,103119,-34.601147,-58.422429
201526,Esc. Primaria Comun Nº 19 DE 02º Florencio Balcarce,Francisco Acuña de Figueroa 850,SE05AI,publica,ALMAGRO,5,2,103749,103119,-34.601147,-58.422429
201448,Esc. Tecnica Nº 30 Dr. Norberto Piñero,Jeronimo Salguero 920,SE05AI,publica,ALMAGRO,5,2,104052,103321,-34.599325,-58.419127
201469,Escuela Infantil Nº 02 DE 02º Pampita,Guardia Vieja 3950,SE05AI,publica,ALMAGRO,5,2,103978,103149,-34.600876,-58.419933
200307,Instituto Betania,Francisco Acuña de Figueroa 855,SE05AI,privada,ALMAGRO,5,2,103774,103130,-34.601048,-58.422157
202053,Jardin Retoño,Guardia Vieja 3983,SE05AI,privada,ALMAGRO,5,2,103951,103177,-34.600624,-58.420227
201221,Instituto William C. Morris,Lavalle 3761,SE05AI,privada,ALMAGRO,5,2,104101,103296,-34.599551,-58.418593
201225,Instituto Inmaculada Concepcion,Mario Bravo 563,SE05AJ,privada,ALMAGRO,5,2,104303,102943,-34.602732,-58.416389
201256,Instituto Ntra. Sra. del Valle,San Luis 3358,SE05AJ,privada,ALMAGRO,5,2,104615,103312,-34.599404,-58.412989
202932,Violeta y Amarillo,Mario Bravo 976,SE05AJ,privada,ALMAGRO,5,2,104321,103428,-34.59836,-58.416195
200656,Esc. Primaria Comun Nº 18 DE 06º Dr. Antonio Bermejo,Av. Belgrano 3767,SE05AK,publica,ALMAGRO,5,6,104013,101506,-34.615687,-58.419544
201888,Instituto Integral de Educacion,Av. Hipolito Yrigoyen 3700,SE05AK,privada,ALMAGRO,5,6,104111,101639,-34.614487,-58.418476
202466,Jardin Maternal Nº 09 DE 06º,Don Bosco 4050,SE05AL,publica,ALMAGRO,5,6,103725,101724,-34.613723,-58.422685
200872,Jardin de Infantes Nucleado A DE 08º (EPC 16),Don Bosco 4200,SE05AL,publica,ALMAGRO,5,8,103548,101699,-34.613949,-58.424615
201351,Esc. Primaria Comun Nº 16 DE 08º Jose Maria Ramos Mejia,Don Bosco 4200,SE05AL,publica,ALMAGRO,5,8,103548,101699,-34.613949,-58.424615
200078,Instituto Pio IX,Yapeyu 197,SE05AL,privada,ALMAGRO,5,6,103775,101737,-34.613605,-58.42214
200658,Instituto San Francisco de Sales,Av. Hipolito Yrigoyen 3900,SE05AL,privada,ALMAGRO,5,6,103837,101595,-34.614885,-58.421463
200655,Instituto Maria Auxiliadora,Yapeyu 132,SE05AL,privada,ALMAGRO,5,6,103809,101718,-34.613776,-58.421769
201865,Instituto Dr. Alberto Schweitzer,Av. Rivadavia 4044 - Yapeyu 51/57,SE05AL,privada,ALMAGRO,5,6,103711,101867,-34.612434,-58.422838
200446,Instituto America del Sur,Av. Rivadavia 4118,SE05AL,privada,ALMAGRO,5,8,103611,101813,-34.612921,-58.423928
200901,Jardin de Infantes Integral Nº 02 DE 08º Jorge Eduardo Coll,Av. Hipolito Yrigoyen 4238,SE05AM,publica,ALMAGRO,5,8,103371,101570,-34.615112,-58.426544
200855,Instituto Sagrado Corazon,Av. Hipolito Yrigoyen 4350,SE05AM,privada,ALMAGRO,5,8,103246,101558,-34.615221,-58.427907
200404,Esc. Primaria Comun Nº 20 DE 02º Rosario Vera Peñaloza,Pringles 1165,SE05AN,publica,ALMAGRO,5,2,103390,103417,-34.598462,-58.426344
200975,Jardin de Infantes Nucleado D DE 02º [S] (EPC 20),Pringles 1165,SE05AN,publica,ALMAGRO,5,2,103390,103417,-34.598462,-58.426344
200402,Instituto Benito Nazar,Av. Estado de Israel 4230,SE05AN,privada,ALMAGRO,5,2,103479,103463,-34.598047,-58.425374
200408,Instituto Infancias (sede),Pringles 939,SE05AN,privada,ALMAGRO,5,2,103353,103154,-34.600833,-58.426746
200408,Instituto Infancias (anexo),Guardia Vieja 4541,SE05AN,privada,ALMAGRO,5,2,103167,103271,-34.599779,-58.428775
200972,Esc. Primaria Comun Nº 03 DE 02º Manuel Sola,Lambare 975,SE05AO,publica,ALMAGRO,5,2,103045,102907,-34.603061,-58.430103
201478,Jardin de Infantes Nucleado C DE 02º (EPC 03),Lambare 975,SE05AO,publica,ALMAGRO,5,2,103045,102907,-34.603061,-58.430103
200386,Esc. Primaria Comun Nº 11 DE 02º Provincia de Jujuy,Obrero Roberto Nuñez 4355,SE05AO,publica,ALMAGRO,5,2,103371,102872,-34.603375,-58.426549
200997,Esc. Normal Superior Nº 07 Jose Maria Torres (sede),Av. Corrientes 4261 - Humahuaca 4254/4260,SE05AO,publica,ALMAGRO,5,2,103513,102961,-34.602573,-58.425001
201222,Esc. de Comercio Nº 08 Patricias Argentinas,Av. Corrientes 4261 - Humahuaca 4254/4260,SE05AO,publica,ALMAGRO,5,2,103513,102961,-34.602573,-58.425001
200420,Instituto Casa de Jesus,Av. Corrientes 4471,SE05AO,privada,ALMAGRO,5,2,103223,102995,-34.602267,-58.428163
200305,Escuela de la Nueva Expresion,Humahuaca 4248,SE05AO,privada,ALMAGRO,5,2,103540,103065,-34.601635,-58.424707
200998,Colegio Galileo Galilei,Palestina 748,SE05AO,privada,ALMAGRO,5,2,103454,103028,-34.601969,-58.425645
200269,Instituto Centro Psicopedagogico de Educacion Especial Acuarela,Pringles 738,SE05AO,privada,ALMAGRO,5,2,103296,102843,-34.603637,-58.427367
202755,Jardin de Infantes La Vaca de Humahuaca,Humahuaca 4242,SE05AO,privada,ALMAGRO,5,2,103549,103064,-34.601644,-58.424609
202779,Escuela Infantil Dulce Espera,Sarmiento 4620,SE05AO,privada,ALMAGRO,5,2,102987,102786,-34.60416,-58.430738
200158,Jardin de Infantes Nucleado B DE 08º [S] (EPC 06),Av. San Juan 4396 - Av. La Plata 1038,SE05AP,publica,BOEDO,5,8,103373,100237,-34.627128,-58.426517
200902,Esc. Primaria Comun Nº 06 DE 08º San Jose de Calasanz,Av. La Plata 1038 - Av. San Juan 4396,SE05AP,publica,BOEDO,5,8,103379,100201,-34.627453,-58.426451
202545,Centro de Educacion Creativa La Aldea del Buen Ayre,Jose Marmol 972,SE05AP,privada,BOEDO,5,6,103600,100366,-34.62596,-58.424075
200756,Esc. de Comercio Nº 23 Dr. Luis Agote,Av. Rivadavia 5161,SE06AA,publica,CABALLITO,6,7,102269,101138,-34.619009,-58.438559
201352,Colegio Nº 17 Primera Junta,Av. Rivadavia 5161,SE06AA,publica,CABALLITO,6,7,102269,101138,-34.619009,-58.438559
201566,Esc. de Educacion Especial y Form. Integral (Jovenes y Adultos con Discapacidad Visual) Nº 34 Gral. San Martin,Colpayo 132,SE06AA,publica,CABALLITO,6,7,102040,101205,-34.618406,-58.441056
201297,Esc. Normal Superior Nº 04 Estanislao Severo Zeballos,Av. Rivadavia 4950 - Rosario 411,SE06AA,publica,CABALLITO,6,8,102568,101245,-34.618044,-58.435299
201410,Liceo Nº 02 Amancio Alcorta,Av. Rivadavia 4950 - Rosario 411,SE06AA,publica,CABALLITO,6,8,102568,101245,-34.618044,-58.435299
200755,Instituto Carlos Pellegrini,Av. Acoyte 75,SE06AA,privada,CABALLITO,6,7,102438,101322,-34.61735,-58.436716
200105,Instituto Tobar Garcia,Yerbal 351,SE06AA,privada,CABALLITO,6,7,102564,101448,-34.616214,-58.435343
201374,Esc. Primaria Comun Nº 03 DE 07º Primera Junta,Av. Rivadavia 4817,SE06AB,publica,CABALLITO,6,7,102760,101400,-34.616646,-58.433206
201371,Jardin de Infantes Comun Nº 02 DE 07º Prof. Marina Margarita Ravioli,Campichuelo 100,SE06AB,publica,CABALLITO,6,7,102732,101517,-34.615592,-58.433511
202904,Esc. de Educacion Media Nº 01 DE 07º,Yerbal 25,SE06AB,publica,CABALLITO,6,7,102984,101679,-34.614131,-58.430764
