CUE,Nombre,Domicilio,Sendero,Ambito,BARRIO,Comuna,DE,X,Y,y_lat,x_long
200249,Jardin de Infantes Nucleado A DE 01º (EPC 09),Tte. Gral. Juan D. Peron 1140,SE01AA,publica,SAN NICOLAS,1,1,107396,102547,-34.606284,-58.382666
200869,Esc. Primaria Comun Nº 09 DE 01º Familia de Cabezon,Tte. Gral. Juan D. Peron 1140,SE01AA,publica,SAN NICOLAS,1,1,107396,102547,-34.606284,-58.382666
200867,Instituto Raul Scalabrini Ortiz,Bartolome Mitre 970,SE01AA,privada,SAN NICOLAS,1,1,107619,102429,-34.607339,-58.380237
201524,Esc. de Comercio Nº 04 Baldomero Fernandez Moreno,Peru 1357,SE01AB,publica,SAN TELMO,1,3,108171,100592,-34.623901,-58.374198
201751,Esc. Primaria Comun Nº 27 DE 04º Dean Funes,Defensa 1431,SE01AB,publica,SAN TELMO,1,4,108431,100507,-34.624666,-58.371362
201615,Instituto Maria Auxiliadora,Av. Brasil 559 - Av. Juan de Garay 556,SE01AB,privada,SAN TELMO,1,4,108241,100515,-34.624595,-58.373434
200055,Instituto Integral del Sud,Defensa 1318,SE01AB,privada,SAN TELMO,1,4,108453,100657,-34.623313,-58.371123
200509,Esc. Tecnica Nº 12 Libertador Gral. Jose de San Martin,Av. del Libertador 238,SE01AC,publica,RETIRO,1,1,107893,104140,-34.591923,-58.377276
200584,Inst. de Ens. Superior en Lenguas Vivas Juan Ramon Fernandez (sede),Carlos Pellegrini 1455/1515,SE01AC,publica,RETIRO,1,1,107514,104251,-34.590806,-58.381358
200525,Instituto Incorporado Josefa Capdevilla de Gutierrez,Arroyo 931,SE01AC,privada,RETIRO,1,1,107589,104202,-34.591345,-58.380575
200071,Esc. Primaria Comun Nº 14 DE 03º Gral. Mariano Necochea,Pdte. Luis Saenz Peña 463,SE01AD,publica,MONSERRAT,1,3,106940,101667,-34.61422,-58.38763
202238,Jardin de Infantes Integral Nº 04 DE 03º El Jardin del Manzano,Mexico 1627/1629,SE01AD,publica,MONSERRAT,1,3,106777,101528,-34.615474,-58.389406
201146,Colegio Los Robles,Av. Belgrano 1548,SE01AD,privada,MONSERRAT,1,3,106898,101715,-34.613788,-58.388088
200650,Colegio Don Bosco,Solis 252,SE01AD,privada,MONSERRAT,1,3,106705,101917,-34.611968,-58.390194
202766,Escuela Infantil Cauce XXI,Solis 480,SE01AD,privada,MONSERRAT,1,3,106702,101632,-34.614537,-58.390225
202704,Jardin Mi Sol,Mexico 1743,SE01AD,privada,MONSERRAT,1,3,106637,101521,-34.615538,-58.390933
200583,Esc. Tecnica Nº 01 Ing. Otto Krause,Av. Paseo Colon 650,SE01AE,publica,MONSERRAT,1,4,108673,101551,-34.615253,-58.368733
201531,Instituto Privado de Educacion Tecnica y Formacion Profesional 13 de Julio (SLyF),Humberto 1º 102,SE01AE,privada,SAN TELMO,1,4,108804,100951,-34.62066,-58.367299
202469,Escuela Infantil Nº 05 DE 04º,Balcarce 277,SE01AE,publica,MONSERRAT,1,4,108485,101528,-34.615461,-58.370783
202063,Escuela Infantil Nº 02 DE 03º Mane Bernardo,Chile 1626/1636,SE01AF,publica,MONSERRAT,1,3,106768,101374,-34.616862,-58.389503
200073,Esc. Primaria Comun Nº 02 DE 03º Fray Cayetano Rodriguez,Chile 1670,SE01AF,publica,MONSERRAT,1,3,106728,101372,-34.616881,-58.389939
201237,Esc. Primaria Comun Nº 01 DE 03º Valentin Gomez,Av. Independencia 758,SE01AG,publica,SAN TELMO,1,3,107941,101295,-34.617566,-58.376712
201245,Colegio Nº 07 Juan Martin de Pueyrredon,Chacabuco 922,SE01AG,publica,SAN TELMO,1,3,108033,101159,-34.618791,-58.375708
201241,Esc. de Educacion Especial (Niños con Discapacidad Mental) Nº 14 Constancio C. Vigil,Av. Independencia 668/676,SE01AG,publica,SAN TELMO,1,3,108062,101306,-34.617466,-58.375393
201914,Esc. de Educacion Especial para Form. Integral (Jovenes y Adultos con Discapacidad Visual) Nº 37 Francisco Gatti,Av. Independencia 672,SE01AG,publica,SAN TELMO,1,3,108054,101306,-34.617466,-58.37548
202213,Jardin de Infantes Comun Nº 03 DE 03º San Telmo,Piedras 860,SE01AG,publica,SAN TELMO,1,3,107897,101236,-34.618098,-58.377192
200528,Esc. Primaria Comun Nº 21 DE 04º Hipolito Vieytes,Peru 946,SE01AG,publica,SAN TELMO,1,4,108174,101136,-34.618998,-58.37417
202814,Escuela Infantil Nº 08 DE 04º,Peru 782 - Av. Independencia 559/569,SE01AG,publica,SAN TELMO,1,4,108156,101356,-34.617015,-58.374369
203057,Jardin Maternal Nº 12 DE 04º,Av. Independencia 559/569 - Peru 782,SE01AG,publica,SAN TELMO,1,4,108175,101349,-34.617074,-58.374165
200568,Instituto Industrial Luis A. Huergo,Peru 759,SE01AG,privada,SAN TELMO,1,3,108131,101385,-34.616753,-58.374642
200469,Esc. Politecnica Manuel Belgrano,Bolivar 346,SE01AH,publica,MONSERRAT,1,4,108266,101924,-34.611868,-58.373215
201694,Esc. Tecnica Nº 15 Maipu,Av. Paseo Colon 255,SE01AH,publica,MONSERRAT,1,4,108574,102060,-34.610659,-58.369798
200456,Hogar Maternal N° 04 Celia Martinez de Varela,Av. Paseo Colon 465,SE01AH,privada,MONSERRAT,1,4,108583,101792,-34.613069,-58.369707
200457,Instituto San Francisco,Moreno 343,SE01AH,privada,MONSERRAT,1,4,108424,102006,-34.611158,-58.371466
290005,Colegio Nacional de Buenos Aires,Bolivar 263,SE01AH,publica,MONSERRAT,1,4,108227,102027,-34.610924,-58.373618
200565,Instituto Colegio de Ntra. Señora,Esmeralda 759,SE01AI,privada,SAN NICOLAS,1,1,107818,103297,-34.599501,-58.378081
200562,San Maron,Paraguay 834,SE01AI,privada,RETIRO,1,1,107751,103486,-34.597801,-58.378821
200309,Jardin de Infantes Nucleado D DE 03º Dr. Rene Favaloro (EPC 03),Tacuari 567,SE01AJ,publica,MONSERRAT,1,3,107725,101599,-34.614827,-58.37907
200311,Esc. Primaria Comun Nº 03 DE 03º Maria Sanchez de Thompson,Tacuari 567,SE01AJ,publica,MONSERRAT,1,3,107725,101599,-34.614827,-58.37907
201243,Esc. Primaria Comun Nº 04 DE 03º Cnel. Isidoro Suarez,Venezuela 771,SE01AJ,publica,MONSERRAT,1,3,107902,101706,-34.613861,-58.377141
200309,Jardin de Infantes Nucleado D DE 03º Dr. Rene Favaloro [S] (EPC 04),Venezuela 753,SE01AJ,publica,MONSERRAT,1,3,107927,101707,-34.613852,-58.376869
200752,Esc. Integral Interdisciplinaria Nº 03,Piedras 1430,SE01AK,publica,SAN TELMO,1,3,107968,100432,-34.625345,-58.37641
201809,El Solcito de Catalina,Av. Brasil 825,SE01AK,privada,CONSTITUCION,1,3,107948,100319,-34.626364,-58.376627
200769,Hogar Maternal N° 02 Felicia Ramon de Palacios,Av. Brasil 882,SE01AK,privada,CONSTITUCION,1,5,107916,100268,-34.626824,-58.376975
200768,Instituto Sta. Catalina,Piedras 1527,SE01AK,privada,CONSTITUCION,1,5,107989,100293,-34.626598,-58.37618
201232,Esc. Tecnica Nº 19 Alejandro Volta,Lavalle 1681 - Rodriguez Peña 551,SE01AL,publica,SAN NICOLAS,1,1,106646,102916,-34.602963,-58.390845
201174,Instituto Argentino de Enseñanza Secundaria,Montevideo 467,SE01AL,privada,SAN NICOLAS,1,1,106791,102855,-34.603512,-58.389264
200748,Colegio Esteban Echeverria,Av. San Juan 961/983,SE01AM,privada,CONSTITUCION,1,3,107693,100812,-34.621922,-58.379412
200749,Instituto Jesus Maria de San Vicente de Paul,Carlos Calvo 922,SE01AM,privada,CONSTITUCION,1,3,107730,101040,-34.619866,-58.379011
200607,Esc. Primaria Comun Nº 22 DE 04º Dr. Guillermo Rawson,Humberto 1º 343,SE01AN,publica,SAN TELMO,1,4,108502,100962,-34.620563,-58.370592
200504,Esc. Primaria Comun Nº 26 DE 04º Hipolito Yrigoyen,Av. San Juan 353,SE01AN,publica,SAN TELMO,1,4,108516,100844,-34.621627,-58.370438
201782,Jardin de Infantes Integral Nº 09 DE 04º Juan Carlos Castagnino,Av. San Juan 353,SE01AN,publica,SAN TELMO,1,4,108516,100844,-34.621627,-58.370438
200536,Esc. Normal Superior Nº 03 Bernardino Rivadavia (sede),Bolivar 1235 - Peru 1236,SE01AN,publica,SAN TELMO,1,4,108290,100765,-34.622341,-58.372902
200536,Polideportivo Martina Cespedes,Bolivar 1280 - Defensa 1249,SE01AN,publica,SAN TELMO,1,4,108318,100723,-34.622719,-58.372596
200543,Instituto Privado Simon Bolivar,Bolivar 1163,SE01AN,privada,SAN TELMO,1,4,108285,100864,-34.621449,-58.372957
201136,Colegio Nº 02 Domingo Faustino Sarmiento,Libertad 1257,SE01AO,publica,RETIRO,1,1,107245,103963,-34.593521,-58.384324
202422,Ciclo Basico de Formacion Ocupacional Nº 04 Paulo Freire,Juncal 1258,SE01AO,publica,RETIRO,1,1,107151,104028,-34.592935,-58.385349
200035,Jardin de Infantes El Centavo,Juncal 1264,SE01AO,privada,RETIRO,1,1,107141,104027,-34.592945,-58.385458
200561,Instituto Jesus Maria,Talcahuano 1260 - Uruguay 1241,SE01AO,privada,RETIRO,1,1,107080,103928,-34.593837,-58.386122
200120,Esc. Primaria Comun Nº 13 DE 01º Gral. San Martin,San Martin 458,SE01AP,publica,SAN NICOLAS,1,1,108193,102948,-34.602636,-58.374047
203027,Esc. Superior de Educacion Artistica en Danzas Aida Victoria Mastrazzi,Esmeralda 285 - Sarmiento 790,SE01AP,publica,SAN NICOLAS,1,1,107832,102693,-34.604937,-58.377829
200249,Jardin de Infantes Nucleado A DE 01º [S] (EPC 07),Libertad 581,SE01AQ,publica,SAN NICOLAS,1,1,107298,103058,-34.601678,-58.383739
201152,Esc. Primaria Comun Nº 07 DE 01º Presidente Roca,Libertad 581,SE01AQ,publica,SAN NICOLAS,1,1,107298,103058,-34.601678,-58.383739
200249,Jardin de Infantes Nucleado A DE 01º (EPC 08),Talcahuano 680 - Viamonte 1314,SE01AQ,publica,SAN NICOLAS,1,1,107139,103161,-34.600751,-58.385473
200250,Esc. Primaria Comun Nº 08 DE 01º Nicolas Avellaneda,Talcahuano 680 - Viamonte 1314,SE01AQ,publica,SAN NICOLAS,1,1,107139,103161,-34.600751,-58.385473
200033,Instituto Constanza Ramos Mejia de Bunge,Paraguay 1252,SE01AQ,privada,RETIRO,1,1,107207,103435,-34.598281,-58.384734
290007,Instituto Libre de Segunda Enseñanza ILSE,Libertad 555,SE01AQ,privada,SAN NICOLAS,1,1,107301,103019,-34.60203,-58.383706
202007,Centro de Formacion Profesional Nº 10 Raul Scalabrini Ortiz (anexo) - SEC,Av. Rivadavia 1445/1447/1453,SE01AR,publica,SAN NICOLAS,1,1,107007,102276,-34.608712,-58.3869
201176,Instituto Sta. Rosa,Bartolome Mitre 1655,SE01AR,privada,SAN NICOLAS,1,1,106719,102381,-34.607785,-58.390045
200146,Escuela Parroquial La Piedad,Parana 56,SE01AR,privada,SAN NICOLAS,1,1,106920,102341,-34.608144,-58.387854
200617,Jardin de Infantes Nucleado B DE 05º (EPC 04),Solis 1815,SE01AS,publica,CONSTITUCION,1,5,106776,99992,-34.62932,-58.389405
201584,Esc. Primaria Comun Nº 04 DE 05º Cnel. de Marina Tomas Espora,Solis 1815,SE01AS,publica,CONSTITUCION,1,5,106776,99992,-34.62932,-58.389405
200617,Jardin de Infantes Nucleado B DE 05º [S] (EPC 06),San Jose 1985,SE01AS,publica,CONSTITUCION,1,5,107125,99685,-34.632085,-58.385597
201698,Esc. Primaria Comun Nº 06 DE 05º Tomas Guido,San Jose 1985,SE01AS,publica,CONSTITUCION,1,5,107125,99685,-34.632085,-58.385597
201697,Jardin de Infantes Integral Nº 01 DE 05º Walt Disney,Av. Caseros 1555,SE01AS,publica,CONSTITUCION,1,5,107195,99642,-34.632472,-58.384833
201701,Instituto Presbitero Manuel Alberti,Av. Entre Rios 1974/1976,SE01AS,privada,CONSTITUCION,1,5,106679,99787,-34.631169,-58.390461
200771,Instituto Los Angeles,Av. Entre Rios 1956,SE01AS,privada,CONSTITUCION,1,5,106673,99813,-34.630934,-58.390527
200629,Esc. Primaria Comun Nº 05 DE 03º Agustin Alvarez,Humberto 1º 1573,SE01AT,publica,CONSTITUCION,1,3,106883,100892,-34.621206,-58.388245
200630,Jardin de Infantes Integral Nº 01 DE 03º Juanito Laguna,Humberto 1º 1573,SE01AT,publica,CONSTITUCION,1,3,106883,100892,-34.621206,-58.388245
200631,Esc. Primaria Comun Nº 11 DE 03º Dr. Ricardo Gutierrez,Pdte. Luis Saenz Peña 1215,SE01AT,publica,CONSTITUCION,1,3,106969,100735,-34.622621,-58.387306
200628,Colegio Nº 01 Bernardino Rivadavia,Av. San Juan 1545,SE01AT,publica,CONSTITUCION,1,3,106922,100765,-34.622351,-58.387819
200632,Instituto Rosa Anchorena de Ibañez,Av. San Juan 1774,SE01AT,privada,CONSTITUCION,1,3,106635,100701,-34.62293,-58.390948
200063,Esc. Primaria Comun Nº 07 DE 03º Gral. Güemes,Carlos Calvo 1140,SE01AU,publica,CONSTITUCION,1,3,107439,101039,-34.619878,-58.382184
201240,Esc. Primaria Comun Nº 16 DE 03º Eustaquio Cardenas,Salta 1226,SE01AU,publica,CONSTITUCION,1,3,107380,100728,-34.622681,-58.382825
201239,Instituto Inmaculada Concepcion,Carlos Calvo 1186,SE01AU,privada,CONSTITUCION,1,3,107394,101038,-34.619887,-58.382675
200633,Instituto La Providencia,Cochabamba 1414,SE01AV,privada,CONSTITUCION,1,3,107088,100571,-34.624099,-58.386007
200065,Hogar del Pino,Constitucion 1650,SE01AV,privada,CONSTITUCION,1,3,106810,100455,-34.625146,-58.389038
201496,Instituto Jose Manuel Estrada,Constitucion 1776,SE01AV,privada,CONSTITUCION,1,3,106646,100436,-34.625319,-58.390826
203093,Esc. Primaria Comun Nº 11 DE 01º,Carlos H. Perette y Calle 10,SE01AW,publica,RETIRO,1,1,107599,105254,-34.581708,-58.380232
203131,Escuela Infantil Nº 11 DE 01º,Carlos H. Perette y Calle 10,SE01AW,publica,RETIRO,1,1,107662,105217,-34.582062,-58.379674
203086,Jardin de Infantes Integral Nº 10 DE 01º,"Parcela 1P, Mza. 162, Sec. 15, Circ. 19",SE01AW,publica,RETIRO,1,1,106701,105536,-34.579229,-58.390051
203011,Instituto Superior de Formacion Docente Dora Acosta,"Villa 31 Bis, Mza. 13, Casa 25",SE01AW,privada,RETIRO,1,1,106863,105432,-34.580348,-58.388171
200118,Instituto Comunidad Filii Dei,Carlos Perette e/PNA y R. Walsh - Av. Gendarmeria Nacional 530,SE01AW,privada,RETIRO,1,1,108012,105083,-34.583334,-58.37608
200794,Esc. Primaria Comun Nº 13 DE 03º Provincia de Santiago del Estero,Chile 1371/1379,SE01AX,publica,MONSERRAT,1,3,107129,101409,-34.616544,-58.385567
200072,Instituto Ntra. Sra. de MONSERRAT (sede),Av. Belgrano 1344,SE01AX,privada,MONSERRAT,1,3,107153,101739,-34.613569,-58.385308
200072,Instituto Ntra. Sra. de MONSERRAT (anexo),Venezuela 1232,SE01AX,privada,MONSERRAT,1,3,107308,101631,-34.614542,-58.383617
203087,Jardin de Infantes Integral Nº 13 DE 04º,Rosario Vera Peñaloza y Julieta Lanteri,SE01AY,publica,PUERTO MADERO,1,4,109566,101229,-34.617977,-58.359051
200251,Esc. Primaria Comun Nº 05 DE 01º Nicolas Rodriguez Peña,Rodriguez Peña 747,SE01AZ,publica,SAN NICOLAS,1,1,106605,103200,-34.600403,-58.391295
203130,Jardin de Infantes Integral Nº 13 DE 01º,Rodriguez Peña 747,SE01AZ,publica,SAN NICOLAS,1,1,106605,103200,-34.600403,-58.391295
202662,Escuela Infantil Osecac,Tucuman 1756,SE01AZ,privada,SAN NICOLAS,1,1,106544,103014,-34.602089,-58.391958
201122,Esc. Primaria Comun Nº 04 DE 01º De Catedral al Norte Jose Manuel Estrada,Reconquista 461,SE01BA,publica,SAN NICOLAS,1,1,108338,102974,-34.602432,-58.372123
200789,Instituto Parroquial de la Merced,Viamonte 318,SE01BA,privada,SAN NICOLAS,1,1,108404,103272,-34.599709,-58.371708
201132,Jardin de Infantes Comun Nº 04 DE 01º Cinco Esquinas,Av. Pdte. Manuel Quintana 07/31/35,SE01BB,publica,RETIRO,1,1,107224,104078,-34.592484,-58.384554
201133,Esc. Primaria Comun Nº 02 DE 01º Domingo Faustino Sarmiento,Av. Pdte. Manuel Quintana 31/07/35,SE01BB,publica,RETIRO,1,1,107197,104102,-34.592268,-58.384848
201134,Instituto Privado Mallinckrodt,Juncal 1160,SE01BB,privada,RETIRO,1,1,107296,104025,-34.592961,-58.383769
200121,Esc. Primaria Comun Nº 06 DE 01º French y Beruti,Basavilbaso 1295 - Juncal 690,SE01BC,publica,RETIRO,1,1,107915,104016,-34.593045,-58.37704
200790,Jardin de Infantes Integral Nº 02 DE 01º America Latina,Juncal 690 - Basavilbaso 1295,SE01BC,publica,RETIRO,1,1,107920,104019,-34.59301,-58.377002
202589,Jardin Maternal Cancilleria Dejando Huellas,Basavilbaso 1212,SE01BC,privada,RETIRO,1,1,107857,103918,-34.593915,-58.377668
200791,Esc. Primaria Comun Nº 25 DE 01º Bandera Argentina,Letonia 26,SE01BD,publica,RETIRO,1,1,108489,104542,-34.588368,-58.370619
201155,Escuela Infantil Nº 05 DE 01º,Letonia 6,SE01BD,publica,RETIRO,1,1,108485,104529,-34.588501,-58.370769
203108,Escuela Infantil Nº 12 DE 01º,Letonia 6,SE01BD,publica,RETIRO,1,1,108485,104529,-34.588501,-58.370769
201457,Esc. de Educacion Media Nº 06 DE 01º Padre Carlos Mugica,Letonia 96,SE01BD,publica,RETIRO,1,1,108506,104571,-34.588103,-58.37034
200713,Jardin de Infantes Nucleado C DE 01º (EPC 21),Ayacucho 1849,SE02AA,publica,RECOLETA,2,1,106691,104483,-34.588837,-58.390367
201158,Esc. Primaria Comun Nº 21 DE 01º Angel Gallardo,Ayacucho 1849,SE02AA,publica,RECOLETA,2,1,106691,104483,-34.588837,-58.390367
200031,Colegio Las Cumbres,Guido 1880,SE02AA,privada,RECOLETA,2,1,106654,104403,-34.589558,-58.39077
200096,Esc. Integral Interdisciplinaria Nº 01,Ayacucho 953,SE02AB,publica,RECOLETA,2,1,106188,103467,-34.597999,-58.395843
200248,La Anunciata,Arenales 2065,SE02AB,privada,RECOLETA,2,1,106116,103866,-34.594402,-58.39663
200355,Escuela Arco Iris,Pdte. Jose E. Uriburu 1222,SE02AB,privada,RECOLETA,2,1,105982,103906,-34.594043,-58.398091
200648,Esc. Primaria Comun Nº 24 DE 01º Cornelia y F. Pizarro y M. Pizarro y Monje,Peña 2670,SE02AC,publica,RECOLETA,2,1,105659,104555,-34.588194,-58.401616
202907,Escuela Infantil Nº 08 DE 01º,Av. Gral. Las Heras 2670,SE02AC,publica,RECOLETA,2,1,105766,104931,-34.584818,-58.400488
200747,Colegio San Agustin,Agüero 2320,SE02AC,privada,RECOLETA,2,1,105802,104768,-34.586273,-58.400059
200642,Escuela Primaria Septiembre,Laprida 1871,SE02AC,privada,RECOLETA,2,1,105707,104479,-34.588879,-58.401093
200572,Instituto Padre Luis M. Etcheverry Boneo,Juncal 2131,SE02AD,privada,RECOLETA,2,1,106010,104059,-34.592663,-58.397787
200354,Instituto San Miguel,Larrea 1254,SE02AD,privada,RECOLETA,2,1,105772,104074,-34.592529,-58.400382
202373,Jardin de los Robles,Larrea 1208,SE02AD,privada,RECOLETA,2,1,105738,103961,-34.593548,-58.400751
203169,Jardin de Infantes Bloomies (anexo),Ayacucho 1328,SE02AD,privada,RECOLETA,2,1,106208,104009,-34.593113,-58.395628
201165,Jardin de Infantes Comun Nº 01 DE 02º,Arenales 2733,SE02AE,publica,RECOLETA,2,2,105403,104111,-34.592198,-58.404404
201166,Esc. Primaria Comun Nº 10 DE 02º Gregoria Perez,Arenales 2733,SE02AE,publica,RECOLETA,2,2,105403,104111,-34.592198,-58.404404
200034,Colegio San Tarsicio,Juncal 2623/19,SE02AE,privada,RECOLETA,2,1,105496,104352,-34.590025,-58.403392
200957,Colegio San Tarsicio,Juncal 2623/19,SE02AE,privada,RECOLETA,2,1,105496,104352,-34.590025,-58.403392
200190,Colegio San Francisco Javier (anexo: Jardin Casa Verde),Juncal 2659,SE02AE,privada,RECOLETA,2,1,105461,104372,-34.589845,-58.403774
200295,Instituto Mercedes Pacheco,Dr. T. M. de Anchorena 1553,SE02AE,privada,RECOLETA,2,2,105476,104114,-34.59217,-58.403608
200922,Instituto Rio de la Plata,Laprida 1659,SE02AE,privada,RECOLETA,2,2,105480,104265,-34.590809,-58.403566
200696,Esc. Normal Superior Nº 01 en Lenguas Vivas Presidente R. Saenz Peña,Av. Cordoba 1951 - Ayacucho 875 - Paraguay 1950,SE02AF,publica,RECOLETA,2,1,106254,103298,-34.599522,-58.395122
201234,Liceo Nº 04 Remedios de Escalada de San Martin,Ayacucho 875 - Av. Cordoba 1951 - Paraguay 1950,SE02AF,publica,RECOLETA,2,1,106205,103346,-34.599089,-58.395656
201054,Instituto del Carmen,Paraguay 1766,SE02AF,privada,RECOLETA,2,1,106493,103376,-34.598817,-58.392517
200602,Instituto Inmaculada Concepcion de Maria,Av. Cordoba 1739,SE02AF,privada,RECOLETA,2,1,106526,103308,-34.59943,-58.392157
200721,Escuela Argentina Modelo (anexo),Riobamba 925,SE02AF,privada,RECOLETA,2,1,106318,103443,-34.598214,-58.394425
290008,Escuela Superior de Comercio Carlos Pellegrini,Marcelo T. de Alvear 1851,SE02AF,publica,RECOLETA,2,1,106357,103565,-34.597114,-58.394001
202389,Jardin Maternal Nº 03 DE 02º,Gallo 1330,SE02AG,publica,RECOLETA,2,2,104807,103835,-34.594689,-58.410899
201508,Instituto de la Niñez,Gallo 1341,SE02AG,privada,RECOLETA,2,2,104840,103837,-34.594671,-58.41054
201507,Instituto Vocacional Argentino,Charcas 3034,SE02AH,privada,RECOLETA,2,2,104997,104006,-34.593146,-58.408829
202329,Tierra Fertil,Arenales 2918,SE02AH,privada,RECOLETA,2,2,105217,104259,-34.590865,-58.406432
202876,Escuela Infantil El Jardin de Palermo,Charcas 3082,SE02AH,privada,RECOLETA,2,2,104932,104024,-34.59297,-58.409543
202715,Iupi Kindergarden,Austria 1829,SE02AH,privada,RECOLETA,2,2,105192,104343,-34.59014,-58.406684
201712,Esc. Primaria Comun Nº 02 DE 02º Juan Larrea,Laprida 1235,SE02AI,publica,RECOLETA,2,2,105118,103851,-34.594543,-58.407509
200744,Liceo Nº 01 Jose Figueroa Alcorta,Av. Santa Fe 2778,SE02AI,publica,RECOLETA,2,2,105256,104034,-34.592893,-58.406006
201868,Colegio Nuevos Rumbos,Charcas 2845,SE02AI,privada,RECOLETA,2,2,105208,103929,-34.593839,-58.406529
201632,Zoe Un Lugar Para Ser,Laprida 1138,SE02AI,privada,RECOLETA,2,2,105040,103733,-34.595607,-58.408359
201161,Esc. Primaria Comun Nº 03 DE 01º Dr. Onesimo Leguizamon,Av. Santa Fe 1510,SE02AJ,publica,RECOLETA,2,1,106853,103693,-34.595957,-58.388595
200700,Instituto Champagnat,Montevideo 1050,SE02AJ,privada,RECOLETA,2,1,106724,103630,-34.596526,-58.390001
200721,Escuela Argentina Modelo (sede),Riobamba 1059,SE02AJ,privada,RECOLETA,2,1,106309,103638,-34.596457,-58.394525
200920,Colegio Nº 06 Manuel Belgrano,Ecuador 1158,SE02AK,publica,RECOLETA,2,2,105352,103630,-34.596534,-58.404957
200868,Instituto Edmundo de Amicis,Dr. N. Quirno Costa 1260,SE02AK,privada,RECOLETA,2,2,105302,103775,-34.595227,-58.405503
202042,Escuela Infantil El Oso Clarinete,Ecuador 1370,SE02AK,privada,RECOLETA,2,2,105439,103851,-34.594541,-58.40401
200645,Esc. Primaria Comun Nº 23 DE 01º Bernardino Rivadavia,Larrea 854,SE02AL,publica,RECOLETA,2,1,105584,103427,-34.598363,-58.402427
202799,Escuela Infantil Pulgarcito,Azcuenaga 826,SE02AL,privada,RECOLETA,2,1,105706,103340,-34.599146,-58.401096
200921,Instituto de los Angeles Custodios,Lucio N. Mansilla 2588 - Ecuador 1151 - Paraguay 2567,SE02AL,privada,RECOLETA,2,2,105416,103651,-34.596344,-58.404259
200713,Jardin de Infantes Nucleado C DE 01º (EPC 01),Ayacucho 1670 - Vicente Lopez 1902,SE02AM,publica,RECOLETA,2,1,106519,104333,-34.59019,-58.392241
201160,Esc. Primaria Comun Nº 01 DE 01º Juan Jose Castelli,Ayacucho 1670 - Vicente Lopez 1902,SE02AM,publica,RECOLETA,2,1,106519,104333,-34.59019,-58.392241
200293,Instituto Ntra. Sra. del Pilar,Vicente Lopez 1969,SE02AM,privada,RECOLETA,2,1,106485,104429,-34.589325,-58.392612
202507,Jardin de Infantes Integral Nº 04 DE 02º Jose Antonio Cabrera,Jose Antonio Cabrera 3430,SE02AN,publica,RECOLETA,2,2,104452,103593,-34.596872,-58.414768
201719,Esc. Primaria Comun Nº 13 DE 02º Republica Islamica de Iran,Jose Antonio Cabrera 3484,SE02AN,publica,RECOLETA,2,2,104406,103596,-34.596845,-58.415269
202944,Instituto Educativo Nuevo Guido Spano,Billinghurst 1355,SE02AN,privada,RECOLETA,2,2,104607,103871,-34.594365,-58.41308
200670,Hogar Casa de Misericordia,Azcuenaga 1654,SE02AO,privada,RECOLETA,2,1,106055,104333,-34.590193,-58.397299
200673,Instituto Ntra. Sra. de la Misericordia,Azcuenaga 1630,SE02AO,privada,RECOLETA,2,1,106055,104333,-34.590193,-58.397299
200675,Instituto San Pablo,J. A. Pacheco de Melo 2300 - Larrea 1585,SE02AO,privada,RECOLETA,2,1,106024,104484,-34.588832,-58.397637
200082,Instituto Maria Bianchi de Copello,J. A. Pacheco de Melo 2455,SE02AO,privada,RECOLETA,2,1,105878,104583,-34.58794,-58.39923
202934,Cuento de Hadas,Juncal 1640,SE02AP,privada,RECOLETA,2,1,106630,103881,-34.594264,-58.391027
202509,Gloria de la Mañana,Uruguay 1286,SE02AP,privada,RECOLETA,2,1,106935,103973,-34.593433,-58.387703
202617,Jardin del Pasaje,Vicente Lopez 1671,SE02AP,privada,RECOLETA,2,1,106771,104142,-34.59186,-58.389529
200481,Esc. Primaria Comun Nº 18 DE 01º Dr. Rafael Herrera Vegas,Av. Gral. Las Heras 3086,SE02AQ,publica,RECOLETA,2,1,105320,105051,-34.583725,-58.405315
200713,Jardin de Infantes Nucleado C DE 01º [S] (EPC 18),Av. Gral. Las Heras 3086,SE02AQ,publica,RECOLETA,2,1,105320,105051,-34.583725,-58.405315
203141,Escuela Infantil El Principito,Avda. Gral. Las Heras 2966,SE02AQ,privada,RECOLETA,2,1,105487,105055,-34.5837,-58.403503
202653,Jardin Pau Pau Billinghurst,Billinghurst 2478,SE02AQ,privada,RECOLETA,2,1,105385,105032,-34.583878,-58.404624
202942,Escuela Infantil Nº 07 DE 01º,Paraguay 1452,SE02AR,publica,RECOLETA,2,1,106942,103412,-34.598472,-58.387629
200699,Instituto Privado del Inmaculado Corazon de Maria Adoratrices,Paraguay 1419,SE02AR,privada,RECOLETA,2,1,106975,103446,-34.598183,-58.387263
202403,Jardin Maternal Nº 06 DE 01º Jardin del Palacio,Paraguay 1657,SE02AR,publica,RECOLETA,2,1,106669,103421,-34.59841,-58.390599
201254,Esc. Primaria Comun Nº 06 DE 02º Gral. Martin Rodriguez,Dr. Tomas Manuel de Anchorena 441 - Valentin Gomez 3187,SE03AA,publica,BALVANERA,3,2,104846,102725,-34.604695,-58.410468
201162,Colegio Nº 05 Bartolome Mitre,Valentin Gomez 3163,SE03AA,publica,BALVANERA,3,2,104876,102687,-34.605037,-58.410141
